director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
John Irvin,Jacqueline Bisset,Mary Nighy,Enrico Lo Verso,Mystery Drama,the fine art of love: mine ha-ha,Jacqueline Bisset Mary Nighy Enrico Lo Verso John Irvin Mystery Drama
Oz Scott,Vincent D'Onofrio,Matthew Lillard,Valeria Golino,Crime Drama,spanish judges,Vincent D'Onofrio Matthew Lillard Valeria Golino Oz Scott Crime Drama
Holger Tappe Reinhard Klooss,Wigald Boning,Anke Engelke,Florian Halm,Animation Family Fantasy,impy's island,Wigald Boning Anke Engelke Florian Halm Holger Tappe Reinhard Klooss Animation Family Fantasy
Guel Arraes,Letícia Sabatella,Wagner Moura,Andréa Beltrão,Romance,romance,Letícia Sabatella Wagner Moura Andréa Beltrão Guel Arraes Romance
Carlos Sorin,Antonio Larreta,María del Carmen Jiménez,Emilse Roldán,Drama Foreign,the window,Antonio Larreta María del Carmen Jiménez Emilse Roldán Carlos Sorin Drama Foreign
Ryan Piers Williams,America Ferrera,Jason Ritter,Wilmer Valderrama,Drama,the dry land,America Ferrera Jason Ritter Wilmer Valderrama Ryan Piers Williams Drama
Avi Nesher,Adir Miller,Maya Dagan,Tuval Shafir,Drama,the matchmaker,Adir Miller Maya Dagan Tuval Shafir Avi Nesher Drama
Simon Wincer,Stephen Curry,Brendan Gleeson,Alice Parkinson,Drama History,the cup,Stephen Curry Brendan Gleeson Alice Parkinson Simon Wincer Drama History
Ernest R. Dickerson,Anthony Michael Hall,Catherine Bell,Mekhi Phifer,Drama Action Thriller,last man standing,Anthony Michael Hall Catherine Bell Mekhi Phifer Ernest R. Dickerson Drama Action Thriller
Marty Thomas,Michael Copon,Rachel lara,Julia Beth Stern,Horror Thriller,killer holiday,Michael Copon Rachel lara Julia Beth Stern Marty Thomas Horror Thriller
Samir,Stefan Gubser,Sunnyi Melles,Carlos Leal,Drama,snow white,Stefan Gubser Sunnyi Melles Carlos Leal Samir Drama
Paul Breuls,Michael Bowen,Noah Segan,Lyne Renee,History Drama Action,the hessen affair,Michael Bowen Noah Segan Lyne Renee Paul Breuls History Drama Action
Christopher Cain,Katrina Elam,George Strait,Travis Fimmel,Drama Music Romance,pure country 2: the gift,Katrina Elam George Strait Travis Fimmel Christopher Cain Drama Music Romance
Peter Svatek,David Nerman,Elizabeth Lambert,Cedric Smith,Drama Horror,witchboard iii: the possession,David Nerman Elizabeth Lambert Cedric Smith Peter Svatek Drama Horror
Stephen Bridgewater David S. Cass Sr.,Kevin Sorbo,Dominique Swain,Jamie Anne Allman,Action Western,prairie fever,Kevin Sorbo Dominique Swain Jamie Anne Allman Stephen Bridgewater David S. Cass Sr. Action Western
Howard E. Baker Arish Fyzee,Danny Glover,Drake Bell,Vivica A. Fox,Animation Drama Family,unstable fables: tortoise vs. hare,Danny Glover Drake Bell Vivica A. Fox Howard E. Baker Arish Fyzee Animation Drama Family
Zalman King,Malena Morgan,Christos Vasilopoulos,Daniel Sobieray,Drama Thriller,pleasure or pain,Malena Morgan Christos Vasilopoulos Daniel Sobieray Zalman King Drama Thriller
Enrico Clerico Nasino,John Brotherton,Ellen Hollman,Ellen Hollman,Thriller,"you lie, you die",John Brotherton Ellen Hollman Ellen Hollman Enrico Clerico Nasino Thriller
Marty Callner,Paul Reubens,Phil LaMarr,Jesse Garcia,Comedy,the pee-wee herman show on broadway,Paul Reubens Phil LaMarr Jesse Garcia Marty Callner Comedy
Hermine Huntgeburth,Louis Hofmann,Heike Makatsch,Benno Fürmann,Adventure,tom sawyer,Louis Hofmann Heike Makatsch Benno Fürmann Hermine Huntgeburth Adventure
William Shatner,Greg Evigan,Eugene Clark,Torri Higginson,Sci-Fi,tekwar,Greg Evigan Eugene Clark Torri Higginson William Shatner Sci-Fi
Yaniv Raz,Heather Graham,Lorraine Bracco,Stephen Root,Comedy Drama,son of morning,Heather Graham Lorraine Bracco Stephen Root Yaniv Raz Comedy Drama
Alex Merkin,Cam'ron,Omar Gooding,Macy Gray,Action Crime,percentage,Cam'ron Omar Gooding Macy Gray Alex Merkin Action Crime
Kiyoshi Kurosawa,Takeru Satoh,Haruka Ayase,Joe Odagiri,Drama Sci-Fi,real,Takeru Satoh Haruka Ayase Joe Odagiri Kiyoshi Kurosawa Drama Sci-Fi
Andrew C. Erin,Marguerite Moreau,Richard Ruccolo,Abby Brammell,Thriller,playdate,Marguerite Moreau Richard Ruccolo Abby Brammell Andrew C. Erin Thriller
Tanner Beard,Eric Balfour,Lou Taylor Pucci,Henry Thomas,Action Adventure History Western,the legend of hell's gate: an american conspiracy,Eric Balfour Lou Taylor Pucci Henry Thomas Tanner Beard Action Adventure History Western
Brooks Branch,Timothy Hutton,Mira Sorvino,Dana Delany,Drama Romance,multiple sarcasms,Timothy Hutton Mira Sorvino Dana Delany Brooks Branch Drama Romance
Noah Miller Logan Miller,Ed Harris,Brad Dourif,Ishiah Benben,Drama,touching home,Ed Harris Brad Dourif Ishiah Benben Noah Miller Logan Miller Drama
Marina Zenovich,Mel Brooks,Dave Chappelle,Mike Epps,Documentary,richard pryor: omit the logic,Mel Brooks Dave Chappelle Mike Epps Marina Zenovich Documentary
Paul Marcus,Emma Bolger,Max von Sydow,Pauline McLynn,Drama Family Foreign,heidi,Emma Bolger Max von Sydow Pauline McLynn Paul Marcus Drama Family Foreign
Howard Baker,Jon Cryer,Brad Garrett,Steve Zahn,Family Animation,unstable fables: 3 pigs & a baby,Jon Cryer Brad Garrett Steve Zahn Howard Baker Family Animation
Stefano Milla,Malcolm McDowell,Gregory Chandler Maness,Burton Perez,Action Adventure,richard the lionheart,Malcolm McDowell Gregory Chandler Maness Burton Perez Stefano Milla Action Adventure
Claudia Myers,Matthew Modine,Gina Gershon,Christy Scott Cashman,Comedy Romance,kettle of fish,Matthew Modine Gina Gershon Christy Scott Cashman Claudia Myers Comedy Romance
Darrell James Roodt,Elias Koteas,Terrence Howard,Jennifer Hudson,Drama,winnie mandela,Elias Koteas Terrence Howard Jennifer Hudson Darrell James Roodt Drama
Xavier Giannoli,Kad Merad,Cécile de France,Louis-Do de Lencquesaing,Drama Comedy,superstar,Kad Merad Cécile de France Louis-Do de Lencquesaing Xavier Giannoli Drama Comedy
Chris Eyre,Adam Beach,Wes Studi,Harrison Lowe,Drama Thriller Crime Mystery,skinwalkers,Adam Beach Wes Studi Harrison Lowe Chris Eyre Drama Thriller Crime Mystery
Enzo Barboni,Bud Spencer,Thierry Lhermitte,Carol Alt,Comedy,one foot in heaven,Bud Spencer Thierry Lhermitte Carol Alt Enzo Barboni Comedy
Tripp Reed,Max Martini,Betsy Russell,Benito Martinez,Horror Sci-Fi Thriller,mandrake,Max Martini Betsy Russell Benito Martinez Tripp Reed Horror Sci-Fi Thriller
Juan Felipe Orozco,Edgar Ramírez,Carolina Gómez,Ricardo Vélez,Action Thriller Drama,greetings to the devil,Edgar Ramírez Carolina Gómez Ricardo Vélez Juan Felipe Orozco Action Thriller Drama
Gabriel Medina,Daniel Hendler,Jazmín Stuart,Walter Jakob,Drama Comedy Romance Foreign,the paranoids,Daniel Hendler Jazmín Stuart Walter Jakob Gabriel Medina Drama Comedy Romance Foreign
Bryan Ramirez,Jeremy Ray Valdez,Walter Perez,Fernanda Romero,Crime,mission park,Jeremy Ray Valdez Walter Perez Fernanda Romero Bryan Ramirez Crime
David DeCoteau,Shanley Caswell,Maureen McCormick,Eric Roberts,Horror Thriller,snow white: a deadly summer,Shanley Caswell Maureen McCormick Eric Roberts David DeCoteau Horror Thriller
Andrew Cymek,William B. Davis,John Rhys-Davies,Brigitte Kingsley,Fantasy Horror Thriller,medium raw,William B. Davis John Rhys-Davies Brigitte Kingsley Andrew Cymek Fantasy Horror Thriller
Vic Sarin,Marla Sokoloff,Jennifer Tilly,Monika Schnarre,Romance Comedy,love on the side,Marla Sokoloff Jennifer Tilly Monika Schnarre Vic Sarin Romance Comedy
James D. Deck,Tara Reid,Nick Moran,Gregg Henry,Action Crime,silent partner,Tara Reid Nick Moran Gregg Henry James D. Deck Action Crime
Kiefer Sutherland Alan Smithee,Holly Hunter,Kiefer Sutherland,Michael Moriarty,Drama Romance,woman wanted,Holly Hunter Kiefer Sutherland Michael Moriarty Kiefer Sutherland Alan Smithee Drama Romance
Johan Kling,Alexander Skarsgård,Susanne Thorson,Gustaf Skarsgård,Drama Comedy,trust me,Alexander Skarsgård Susanne Thorson Gustaf Skarsgård Johan Kling Drama Comedy
Anthony Michael Hall,Anthony Michael Hall,Bobbie Phillips,Leslie Danon,Comedy,hail caesar,Anthony Michael Hall Bobbie Phillips Leslie Danon Anthony Michael Hall Comedy
Robert Townsend,Ving Rhames,Stacey Dash,Nicholas Turturro,Drama,phantom punch,Ving Rhames Stacey Dash Nicholas Turturro Robert Townsend Drama
Michael Kennedy,Devon Sawa,Sarah Chalke,Billy O'Sullivan,Adventure Drama,robin of locksley,Devon Sawa Sarah Chalke Billy O'Sullivan Michael Kennedy Adventure Drama
Jeffrey Kusama-Hinte,James Brown,Bill Withers,B.B. King,Documentary Music,soul power,James Brown Bill Withers B.B. King Jeffrey Kusama-Hinte Documentary Music
Claire McCarthy,Radha Mitchell,Joel Edgerton,Samrat Chakrabarti,Drama Romance Foreign,the waiting city,Radha Mitchell Joel Edgerton Samrat Chakrabarti Claire McCarthy Drama Romance Foreign
Samad Davis,Vivica A. Fox,Jason George,Jazmin Lewis,Comedy Romance,three can play that game,Vivica A. Fox Jason George Jazmin Lewis Samad Davis Comedy Romance
Dustin Rikert,Andrew W. Walker,Peter Coyote,Veronica Milagros,Action Western,the gundown,Andrew W. Walker Peter Coyote Veronica Milagros Dustin Rikert Action Western
Ken Sanzel,Sean Patrick Flanery,Lou Diamond Phillips,Robert Forster,Drama Action Adventure,lone hero,Sean Patrick Flanery Lou Diamond Phillips Robert Forster Ken Sanzel Drama Action Adventure
John Raffo,Peter Gallagher,Frances McDormand,John Lithgow,Thriller Crime Drama Mystery,johnny skidmarks,Peter Gallagher Frances McDormand John Lithgow John Raffo Thriller Crime Drama Mystery
Åsa Faringer Ulf Hultberg,Michael Nyqvist,Lumi Cavazos,Kate del Castillo,Drama History Romance Thriller,the black pimpernel,Michael Nyqvist Lumi Cavazos Kate del Castillo Åsa Faringer Ulf Hultberg Drama History Romance Thriller
James Chankin,Craig Sheffer,Eric Roberts,Gary Daniels,Action Thriller,the mark,Craig Sheffer Eric Roberts Gary Daniels James Chankin Action Thriller
Tiller Russell,Dwight Yoakam,Lizzy Caplan,Jon Foster,Action Drama Western,the last rites of ransom pride,Dwight Yoakam Lizzy Caplan Jon Foster Tiller Russell Action Drama Western
Sean McNamara,Josh Lucas,Mira Sorvino,Dermot Mulroney,Sci-Fi Adventure Family,space warriors,Josh Lucas Mira Sorvino Dermot Mulroney Sean McNamara Sci-Fi Adventure Family
Phillip J. Roth,Olivier Gruner,Alicia Coppola,Ken Olandt,Sci-Fi,velocity trap,Olivier Gruner Alicia Coppola Ken Olandt Phillip J. Roth Sci-Fi
Jonathan Kaplan,Anthony Edwards,Eric Roberts,Sam Neill,Crime TV Movie,in cold blood,Anthony Edwards Eric Roberts Sam Neill Jonathan Kaplan Crime TV Movie
Olivier Dahan,Nils Hugon,Raphaël Fuchs-Willig,William Touil,Family Adventure Fantasy,tom thumb,Nils Hugon Raphaël Fuchs-Willig William Touil Olivier Dahan Family Adventure Fantasy
Robert O'Hara,Keith David,Rochelle Aytes,D.B. Woodside,Drama Horror Thriller Foreign,the inheritance,Keith David Rochelle Aytes D.B. Woodside Robert O'Hara Drama Horror Thriller Foreign
Kevin VanHook,Charisma Carpenter,Eric Mabius,Jeffrey Combs,Drama Fantasy Horror,voodoo moon,Charisma Carpenter Eric Mabius Jeffrey Combs Kevin VanHook Drama Fantasy Horror
Lance Kawas,Mark Bierlein,Tom Arnold,Dave Davies,Action Thriller Crime Mystery Romance,restitution,Mark Bierlein Tom Arnold Dave Davies Lance Kawas Action Thriller Crime Mystery Romance
Patricia Harrington,Kathleen LaGue,Doug Swander,Matt Holly,Action Horror Sci-Fi Thriller,razortooth,Kathleen LaGue Doug Swander Matt Holly Patricia Harrington Action Horror Sci-Fi Thriller
John Stecenko,Paul Preiss,Robert J. Locke,Nicole Aiken,Horror Mystery Thriller,the legend of bloody mary,Paul Preiss Robert J. Locke Nicole Aiken John Stecenko Horror Mystery Thriller
Brian McNamara,Al Santos,Sandra McCoy,Brian McNamara,Horror Thriller,lost signal,Al Santos Sandra McCoy Brian McNamara Brian McNamara Horror Thriller
Richard Martin,Peter Benson,Lynda Boyd,Sara Canning,Action Adventure Comedy,slap shot 3: the junior league,Peter Benson Lynda Boyd Sara Canning Richard Martin Action Adventure Comedy
Maarit Lalli,Henrik Mäki-Tanila,Anton Thomson Coon,Karim Al-Rifai,Foreign Drama Comedy,almost 18,Henrik Mäki-Tanila Anton Thomson Coon Karim Al-Rifai Maarit Lalli Foreign Drama Comedy
David Muñoz Adrián Cardona,Marc Velasco,Noé Blancafort,Salvador Llós,Action Comedy Horror,fist of jesus,Marc Velasco Noé Blancafort Salvador Llós David Muñoz Adrián Cardona Action Comedy Horror
Luis Lopez J. Clay Tweel,Chris Anderson,Bruce Bradshaw,Craig Broady,Documentary,print the legend,Chris Anderson Bruce Bradshaw Craig Broady Luis Lopez J. Clay Tweel Documentary
Paul Tanter,Tom Benedict Knight,Simon Phillips,Christina Bellavia,Action,he who dares,Tom Benedict Knight Simon Phillips Christina Bellavia Paul Tanter Action
Alfredo Soderguit,Federica Lacaño,Guillermina Pardo,Lucía Parrilla,Animation Comedy Family,anina,Federica Lacaño Guillermina Pardo Lucía Parrilla Alfredo Soderguit Animation Comedy Family
Brian Falk,Tom Felton,Garret Dillahunt,Jake Abel,War Adventure,against the sun,Tom Felton Garret Dillahunt Jake Abel Brian Falk War Adventure
Cho Beom-gu,Lee Beom-soo,Jung Woo-sung,Lee Si-young,Action Crime Drama,the divine move,Lee Beom-soo Jung Woo-sung Lee Si-young Cho Beom-gu Action Crime Drama
Kriv Stenders,Toby Wallace,Hanna Mangan Lawrence,Pip Miller,History Drama Thriller Western,lucky country,Toby Wallace Hanna Mangan Lawrence Pip Miller Kriv Stenders History Drama Thriller Western
Roger Gual,Vicenta N'Dongo,Jan Cornet,Fionnula Flanagan,Comedy,tasting menu,Vicenta N'Dongo Jan Cornet Fionnula Flanagan Roger Gual Comedy
André Singer,Helena Bonham Carter,Jasper Britton,Toby Haggith,Documentary,night will fall,Helena Bonham Carter Jasper Britton Toby Haggith André Singer Documentary
Claudia Sainte-Luce,Lisa Owen,Ximena Ayala,Sonia Franco,Comedy Drama,the amazing catfish,Lisa Owen Ximena Ayala Sonia Franco Claudia Sainte-Luce Comedy Drama
Larry Peerce,Andre Braugher,Daniel Stern,Ruby Dee,Drama,the court-martial of jackie robinson,Andre Braugher Daniel Stern Ruby Dee Larry Peerce Drama
Sacha Bennett,Ian Ogilvy,Alison Doody,Christopher Ellison,Crime,we still kill the old way,Ian Ogilvy Alison Doody Christopher Ellison Sacha Bennett Crime
Antonio Manetti Marco Manetti,Francesca Cuttica,Ennio Fantastichini,Juliet Esey Joseph,Sci-Fi Mystery Thriller,the arrival of wang,Francesca Cuttica Ennio Fantastichini Juliet Esey Joseph Antonio Manetti Marco Manetti Sci-Fi Mystery Thriller
Jeff Preiss,John Hawkes,Elle Fanning,Glenn Close,Drama Music,low down,John Hawkes Elle Fanning Glenn Close Jeff Preiss Drama Music
Christopher Wilcha,Oscar Isaac,Joan Baez,Jack White,Documentary,"another day, another time: celebrating the music of ""inside llewyn davis""",Oscar Isaac Joan Baez Jack White Christopher Wilcha Documentary
James Kent,Lindsay Duncan,Ian McDiarmid,Roger Allam,TV Movie Comedy Drama Romance,margaret,Lindsay Duncan Ian McDiarmid Roger Allam James Kent TV Movie Comedy Drama Romance
Robert Connolly,Sam Worthington,Ed Oxenbould,Deborah Mailman,Comedy Family,paper planes,Sam Worthington Ed Oxenbould Deborah Mailman Robert Connolly Comedy Family
SABU,Kenichi Matsuyama,Karina,Mana Ashida,Drama Comedy,bunny drop,Kenichi Matsuyama Karina Mana Ashida SABU Drama Comedy
Justin Kerrigan,Robert Carlyle,Arron Fuller,David Bradley,Thriller Drama Comedy,i know you know,Robert Carlyle Arron Fuller David Bradley Justin Kerrigan Thriller Drama Comedy
Pat Holden,Stephen Graham,Nicky Bell,Liam Boyle,Drama Foreign,awaydays,Stephen Graham Nicky Bell Liam Boyle Pat Holden Drama Foreign
Mikko Kuparinen,Mikko Nousiainen,Mari Perankoski,Mirja Oksanen,Comedy,body fat index of love,Mikko Nousiainen Mari Perankoski Mirja Oksanen Mikko Kuparinen Comedy
D.M.W. Greer,Trent Ford,Tammy Blanchard,Morgan Spector,Drama Romance War,burning blue,Trent Ford Tammy Blanchard Morgan Spector D.M.W. Greer Drama Romance War
Lorraine Bracco,Robert Downey Jr.,James Franco,Amy Adams,Romance Drama,love and distrust,Robert Downey Jr. James Franco Amy Adams Lorraine Bracco Romance Drama
Álvaro Sáenz de Heredia,Chiquito de la Calzada,Bigote Arrocet,Sol Abad,Western Comedy,"aquí llega condemor, el pecador de la pradera",Chiquito de la Calzada Bigote Arrocet Sol Abad Álvaro Sáenz de Heredia Western Comedy
Enrique López Lavigne Juan Cavestany,Santiago Segura,Javier Gutiérrez,Pilar Castro,Comedy,el asombroso mundo de borjamari y pocholo,Santiago Segura Javier Gutiérrez Pilar Castro Enrique López Lavigne Juan Cavestany Comedy
Trey Stokes Travis Fort,Patrick Labyorteaux,Julie McCullough,Nick Afanasiev,Action Adventure Sci-Fi,2012: ice age,Patrick Labyorteaux Julie McCullough Nick Afanasiev Trey Stokes Travis Fort Action Adventure Sci-Fi
Javier Cárdenas,Javier Cárdenas,Carmen de Mairena,Manolo Reyes 'Pozí',Comedy,fbi: frikis buscan incordiar,Javier Cárdenas Carmen de Mairena Manolo Reyes 'Pozí' Javier Cárdenas Comedy
Chema de la Peña,Santiago Segura,Florentino Fernández,Jaydy Michel,Comedy Music Adventure,isi/disi - amor a lo bestia,Santiago Segura Florentino Fernández Jaydy Michel Chema de la Peña Comedy Music Adventure
Rolfe Kanefsky,Will Burke,Alexis Thorpe,Gerard Karsenty,Fantasy Comedy,pretty cool,Will Burke Alexis Thorpe Gerard Karsenty Rolfe Kanefsky Fantasy Comedy
Hal Hartley,Aubrey Plaza,Parker Posey,Liam Aiken,Drama,ned rifle,Aubrey Plaza Parker Posey Liam Aiken Hal Hartley Drama
John McKay,Karen Gillan,Stanley Weber,Iain De Caestecker,Romance Comedy Drama,not another happy ending,Karen Gillan Stanley Weber Iain De Caestecker John McKay Romance Comedy Drama
David Koepp,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Comedy Adventure,mortdecai,Johnny Depp Gwyneth Paltrow Ewan McGregor David Koepp Comedy Adventure
Sam Taylor-Johnson,Dakota Johnson,Jamie Dornan,Jennifer Ehle,Drama Romance Thriller,fifty shades of grey,Dakota Johnson Jamie Dornan Jennifer Ehle Sam Taylor-Johnson Drama Romance Thriller
Alex Goyette,Cameron Dallas,Matt Shively,Lia Marie Johnson,Comedy,expelled,Cameron Dallas Matt Shively Lia Marie Johnson Alex Goyette Comedy
Todd Kellstein,Stam Sor Con Lek,Pet Chor Chanachai,Jid,Documentary Action,buffalo girls,Stam Sor Con Lek Pet Chor Chanachai Jid Todd Kellstein Documentary Action
Janicza Bravo,Michael Cera,Sarah Burns,Brett Gelman,Comedy,gregory go boom,Michael Cera Sarah Burns Brett Gelman Janicza Bravo Comedy
Steffen Schäffler,Kenneth Branagh,Daren C. Evans,Alice Fairhall,Animation,the periwig-maker,Kenneth Branagh Daren C. Evans Alice Fairhall Steffen Schäffler Animation
David Barnard,Björk,Zeena Parkins,Simon Lee,Music,björk at the royal opera house,Björk Zeena Parkins Simon Lee David Barnard Music
Larry Leichliter Bill Melendez,Jimmy Bennett,Adam Taylor Gordon,Ashley Rose Orr,Animation Comedy Family,"i want a dog for christmas, charlie brown",Jimmy Bennett Adam Taylor Gordon Ashley Rose Orr Larry Leichliter Bill Melendez Animation Comedy Family
Larry Leichliter,Wesley Singerman,Serena Berman,Corey Padnos,Comedy Family Animation,charlie brown's christmas tales,Wesley Singerman Serena Berman Corey Padnos Larry Leichliter Comedy Family Animation
Bill Melendez,Jamie E. Smith,John Christian Graas,Marnette Patterson,Animation,"it's christmastime again, charlie brown",Jamie E. Smith John Christian Graas Marnette Patterson Bill Melendez Animation
Duwayne Dunham,Debbie Reynolds,Judith Hoag,Kimberly J. Brown,Adventure Comedy Family Fantasy Horror TV Movie,halloweentown,Debbie Reynolds Judith Hoag Kimberly J. Brown Duwayne Dunham Adventure Comedy Family Fantasy Horror TV Movie
Mary Lambert,Kimberly J. Brown,Debbie Reynolds,Daniel Kountz,Adventure Family Fantasy TV Movie,halloweentown ii: kalabar's revenge,Kimberly J. Brown Debbie Reynolds Daniel Kountz Mary Lambert Adventure Family Fantasy TV Movie
Mark A.Z. Dippé,Debbie Reynolds,Joey Zimmerman,Emily Roeske,Adventure Comedy Family Fantasy TV Movie,halloweentown high,Debbie Reynolds Joey Zimmerman Emily Roeske Mark A.Z. Dippé Adventure Comedy Family Fantasy TV Movie
Chuck Workman,Clara Bow,Rin-Tin-Tin,Eugen Sandow,Documentary,100 years at the movies,Clara Bow Rin-Tin-Tin Eugen Sandow Chuck Workman Documentary
